1,46
1,99
2,30
3,4
3,43
4,24
4,9
4,45
5,13
5,81
6,23
7,34
7,23
8,29
9,27
9,80
10,3
10,65
10,4
11,19
11,47
12,24
13,43
13,32
14,13
15,88
15,92
16,26
16,59
16,61
17,97
17,36
18,96
19,55
19,99
20,85
21,81
21,32
22,77
22,40
22,65
23,80
23,48
24,64
25,88
25,83
26,62
27,68
27,2
28,30
28,36
28,78
29,55
29,6
30,99
31,30
31,5
32,25
33,93
33,21
34,68
34,82
34,54
35,57
35,62
36,99
37,3
37,20
38,52
39,58
39,89
40,57
40,75
40,51
41,70
41,65
42,90
43,74
43,50
44,88
45,60
45,69
46,33
46,21
46,43
47,99
47,69
48,45
49,100
49,41
50,94
51,42
51,3
52,65
52,51
52,45
53,81
53,16
54,10
55,99
55,46
56,55
57,94
57,39
58,17
58,7
58,89
59,29
59,61
60,78
61,79
61,44
62,83
63,18
63,51
64,99
64,86
64,2
65,72
65,3
66,69
67,100
67,74
68,91
69,75
69,3
70,64
70,72
70,57
71,96
71,3
72,77
73,10
73,98
74,83
75,75
75,12
76,12
76,40
76,66
77,7
77,46
78,59
79,71
79,2
80,24
81,11
81,28
82,48
82,17
82,86
83,79
83,2
84,4
85,85
85,18
86,79
87,50
87,60
88,48
88,5
88,6
89,75
89,92
90,87
91,39
91,78
92,41
93,71
93,15
94,61
94,5
94,56
95,2
95,86
96,34
97,1
97,6
98,4
99,28
99,75
100,17
100,44
100,64
101,42
101,35
102,14
103,72
103,62
104,47
105,58
105,63
106,53
106,36
106,71
107,93
107,7
108,16
109,27
109,1
110,29
111,100
111,94
112,56
112,68
112,16
113,8
113,54
114,64
115,20
115,92
116,63
117,25
117,73
118,24
118,64
118,6
119,82
119,59
120,13
121,81
121,7
122,25
123,27
123,57
124,54
124,82
124,62
125,3
125,26
126,19
127,96
127,11
128,8
129,70
129,34
130,66
130,1
130,69
131,92
131,13
132,68
133,56
133,34
134,33
135,50
135,30
136,93
136,70
136,38
137,29
137,79
138,73
139,74
139,33
140,21
141,65
141,100
142,37
142,1
142,85
143,15
143,10
144,15
145,29
145,74
146,72
147,3
147,65
148,46
148,80
148,70
149,2
149,83
150,81
151,18
151,94
152,100
153,21
153,59
154,46
154,96
154,54
155,81
155,7
156,22
157,82
157,99
158,40
159,78
159,61
160,95
160,62
160,64
161,29
161,58
162,43
163,1
163,80
164,100
165,83
165,5
166,7
166,74
166,58
167,54
167,78
168,17
169,1
169,98
170,83
171,31
171,68
172,70
172,87
172,83
173,52
173,33
174,82
175,79
175,34
176,2
177,48
177,12
178,40
178,70
178,78
179,29
179,17
180,67
181,80
181,98
182,39
183,98
183,39
184,42
184,55
184,62
185,31
185,88
186,31
187,96
187,58
188,47
189,77
189,16
190,56
190,45
190,39
191,91
191,65
192,45
193,97
193,70
194,54
195,3
195,92
196,82
196,87
196,4
197,22
197,96
198,16
199,89
199,99
200,5
201,25
201,68
202,2
202,16
202,36
203,76
203,15
204,72
205,81
205,18
206,32
207,32
207,66
208,33
208,69
208,24
209,95
209,97
210,61
211,30
211,85
212,88
213,66
213,92
214,57
214,90
214,38
215,62
215,51
216,32
217,48
217,31
218,92
219,50
219,64
220,72
220,96
220,68
221,51
221,90
222,31
223,15
223,39
224,96
225,37
225,14
226,40
226,10
226,63
227,14
227,66
228,57
229,27
229,6
230,62
231,2
231,37
232,2
232,85
232,25
233,13
233,15
234,7
235,65
235,38
236,22
237,31
237,41
238,27
238,84
238,80
239,19
239,49
240,35
241,61
241,68
242,47
243,45
243,7
244,85
244,62
244,26
245,41
245,7
246,47
247,99
247,17
248,4
249,78
249,35
250,28
250,65
250,31
251,65
251,67
252,83
253,60
253,37
254,65
255,39
255,83
256,74
256,65
256,24
257,27
257,87
258,1
259,53
259,68
260,54
261,6
261,89
262,10
262,49
262,22
263,54
263,19
264,20
265,85
265,96
266,78
267,54
267,70
268,1
268,53
268,84
269,95
269,23
270,84
271,50
271,88
272,86
273,86
273,38
274,2
274,68
274,11
275,43
275,69
276,57
277,44
277,52
278,17
279,96
279,27
280,99
280,65
280,77
281,46
281,13
282,24
283,66
283,5
284,28
285,30
285,93
286,87
286,80
286,36
287,78
287,20
288,29
289,22
289,69
290,96
291,13
291,92
292,8
292,93
292,77
293,60
293,64
294,21
295,99
295,78
296,71
297,41
297,77
298,58
298,59
298,62
299,86
299,33
300,95
301,73
301,64
302,13
303,64
303,94
304,89
304,90
304,56
305,81
305,66
306,33
307,80
307,82
308,88
309,32
309,19
310,31
310,78
310,49
311,97
311,22
312,33
313,17
313,16
314,20
315,92
315,73
316,7
316,43
316,93
317,62
317,86
318,15
319,36
319,31
320,50
321,22
321,82
322,26
322,93
322,92
323,2
323,89
324,92
325,41
325,54
326,82
327,55
327,62
328,39
328,26
328,9
329,49
329,29
330,100
331,6
331,65
332,95
333,36
333,28
334,76
334,65
334,12
335,2
335,64
336,71
337,100
337,57
338,65
339,24
339,38
340,63
340,41
340,73
341,4
341,100
342,69
343,23
343,61
344,34
345,97
345,4
346,75
346,52
346,39
347,21
347,24
348,5
349,3
349,84
350,71
351,34
351,35
352,77
352,65
352,7
353,38
353,77
354,99
355,80
355,31
356,53
357,4
357,9
358,41
358,14
358,11
359,21
359,22
360,16
361,48
361,29
362,76
363,14
363,17
364,74
364,5
364,61
365,76
365,23
366,92
367,6
367,98
368,14
369,78
369,10
370,81
370,61
370,44
371,99
371,53
372,93
373,13
373,79
374,56
375,85
375,94
376,58
376,21
376,50
377,24
377,86
378,6
379,55
379,80
380,14
381,35
381,7
382,50
382,36
382,31
383,23
383,73
384,86
385,4
385,75
386,58
387,27
387,87
388,51
388,15
388,17
389,41
389,23
390,38
391,34
391,71
392,86
393,68
393,56
394,9
394,11
394,53
395,25
395,97
396,78
397,91
397,76
398,17
399,19
399,100
400,72
400,63
400,15
401,67
401,89
402,58
403,65
403,76
404,86
405,22
405,64
406,63
406,10
406,1
407,67
407,26
408,44
409,76
409,93
410,17
411,95
411,87
412,44
412,18
412,95
413,2
413,83
414,92
415,55
415,81
416,64
417,35
417,78
418,60
418,34
418,90
419,42
419,7
420,11
421,93
421,58
422,33
423,77
423,97
424,64
424,43
424,73
425,20
425,38
426,72
427,33
427,45
428,67
429,62
429,93
430,51
430,49
430,80
431,97
431,53
432,62
433,15
433,7
434,52
435,41
435,97
436,15
436,26
436,42
437,8
437,51
438,45
439,13
439,84
440,22
441,23
441,50
442,55
442,41
442,30
443,53
443,31
444,21
445,45
445,83
446,61
447,2
447,11
448,29
448,39
448,55
449,43
449,58
450,9
451,90
451,97
452,88
453,56
453,16
454,95
454,35
454,42
455,10
455,91
456,48
457,1
457,76
458,17
459,24
459,9
460,4
460,64
460,9
461,59
461,17
462,46
463,100
463,94
464,88
465,62
465,19
466,98
466,54
466,72
467,96
467,18
468,12
469,66
469,28
470,68
471,12
471,1
472,6
472,93
472,26
473,43
